No,Komentar,Label Awal,Label Pakar,Pasal Dominan,Catatan,Unnamed: 6,clean_comment,Kode Label,Komentar_preprocessed,jumlah_kata,Kategori_Panjang
7282.0,Sma saya sndri jga...berpendapat?,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,Pernyataan pendapat pribadi.,,sma saya sndri jga...berpendapat?,C4,sma saya sndri jga...berpendapat?,4,1–5 kata
2931.0,"ditindas, diejek dikroyok tetap santai meski sedih mmbayangkn perjuanganya
tp rakyatmu sudah mmbalaskan smua ini.",Konten ofensif,Konten ofensif,,"komentar ini lebih tepat dimasukkan sebagai konten ofensif karena bahasanya menyerang, tetapi belum terlihat unsur kebencian atau penghinaan yang spesifik",,"ditindas, diejek dikroyok tetap santai meski sedih mmbayangkn perjuanganya tp rakyatmu sudah mmbalaskan smua ini.",C2,"ditindas, diejek dikroyok tetap santai meski sedih mmbayangkn perjuanganya tp rakyatmu sudah mmbalaskan smua ini.",15,11–20 kata
4383.0,Kenapa Presiden menandatanganinya. Apa timbalbaliknya.,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,"komentar ini tidak menunjukkan penghinaan, kebencian, atau serangan yang cukup jelas; isinya lebih berupa pernyataan biasa atau pendapat umum",,kenapa presiden menandatanganinya. apa timbalbaliknya.,C0,kenapa presiden menandatanganinya. apa timbalbaliknya.,5,1–5 kata
4750.0,bravo cie ina!,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,tidak ada bagian yang secara jelas menyerang kehormatan seseorang atau mendorong kebencian terhadap kelompok tertentu,,bravo cie ina!,C0,bravo cie ina!,3,1–5 kata
5172.0,Bner nih Yg Dikatakan Pak Bahlil,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,Persetujuan terhadap pendapat Bahlil.,,bner nih yg dikatakan pak bahlil,C0,bner nih yg dikatakan pak bahlil,6,6–10 kata
7091.0,"Hati hati dengan pikiran krn pikiran tak kelihatan baik buruknya, sedang fisik adalah yg keliahatan perbuatannya itulah perlunya kesadaran kita rakyat",Konten ofensif,Netral atau tidak terindikasi,,Imbauan berhati-hati terhadap pikiran dan tindakan.,,"hati hati dengan pikiran krn pikiran tak kelihatan baik buruknya, sedang fisik adalah yg keliahatan perbuatannya itulah perlunya kesadaran kita rakyat",C0,"hati hati dengan pikiran krn pikiran tak kelihatan baik buruknya, sedang fisik adalah yg keliahatan perbuatannya itulah perlunya kesadaran kita rakyat",21,>20 kata
6050.0,Lagi ngurus ktp,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,Memberikan informasi aktivitas.,,lagi ngurus ktp,C0,lagi ngurus ktp,3,1–5 kata
2709.0,"Regestrasinya program sarjana muda, atau sarjana s1 pak",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,komentar ini masih tergolong wajar dalam konteks penyampaian pendapat dan tidak tampak mengandung unsur pelanggaran yang menjadi fokus anotasi,,"regestrasinya program sarjana muda, atau sarjana s1 pak",C0,"regestrasinya program sarjana muda, atau sarjana s1 pak",8,6–10 kata
6657.0,jokowi skrng itu manusia kloningan dr china utk merusak segala aspek di nusantara demi nguasai SDA dan membodohi rakyat,Kritik atau opini negatif,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,Menuduh Jokowi sebagai manusia kloningan dari China untuk merusak negara.,,jokowi skrng itu manusia kloningan dr china utk merusak segala aspek di nusantara demi nguasai sda dan membodohi rakyat,C3,jokowi skrng itu manusia kloningan dr china utk merusak segala aspek di nusantara demi nguasai sda dan membodohi rakyat,19,11–20 kata
5063.0,pak jokowi terlihat tegas dan tidak mudah utk di bohongi. sensitif terhadap kesalahan. yg pasti cara kerja nya terhadap para menteri nya pun seperti itu juga. selalu sensitif dan detail menanyakan cara kerja para menteri2nya,Konten ofensif,Netral atau tidak terindikasi,,Pujian terhadap Jokowi.,,pak jokowi terlihat tegas dan tidak mudah utk di bohongi. sensitif terhadap kesalahan. yg pasti cara kerja nya terhadap para menteri nya pun seperti itu juga. selalu sensitif dan detail menanyakan cara kerja para menteri2nya,C0,pak jokowi terlihat tegas dan tidak mudah utk di bohongi. sensitif terhadap kesalahan. yg pasti cara kerja nya terhadap para menteri nya pun seperti itu juga. selalu sensitif dan detail menanyakan cara kerja para menteri2nya,35,>20 kata
7548.0,"HARUS DIMULAI DARI DEWAS NYA, selama dewasnya si opung, malaikatpun bisa dirubah jadi syetan.....",Netral atau tidak terindikasi,Konten ofensif,,Menghina Dewan Pengawas.,,"harus dimulai dari dewas nya, selama dewasnya si opung, malaikatpun bisa dirubah jadi syetan.....",C2,"harus dimulai dari dewas nya, selama dewasnya si opung, malaikatpun bisa dirubah jadi syetan.....",14,11–20 kata
4514.0,"Untuk Fahri sih ok, tapi untuk prof yg ahli ekonomi tapi menyesatkan seluruh rakyat akan kecepatan kereta cina no.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,,"terdapat indikasi penghinaan atau kebencian dalam pilihan kata, tetapi objek dan konteksnya perlu diperjelas sebelum menentukan pasal dominan",,"untuk fahri sih ok, tapi untuk prof yg ahli ekonomi tapi menyesatkan seluruh rakyat akan kecepatan kereta cina no.",C3,"untuk fahri sih ok, tapi untuk prof yg ahli ekonomi tapi menyesatkan seluruh rakyat akan kecepatan kereta cina no.",19,11–20 kata
4913.0,"ada cerita.. aparat desa, terdepan memfollow up untuk mewujudkan koperasi merah putih di desa nya.. singkat cerita semua proses nya lewat TNI.. ternyata dana pembangunan nya koperasi merah putih, gede potongan nya.. wah sudah ng amanah lgi.. gila nya lg koperasi merah putih diambil dari dana desa.. wah wah.... udah Ng benerrr.. parahhh..",Konten ofensif,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"pernyataan ini tidak sekadar kritik, karena ada unsur serangan terhadap pribadi seseorang yang menjadi sasaran langsung komentar",,"ada cerita.. aparat desa, terdepan memfollow up untuk mewujudkan koperasi merah putih di desa nya.. singkat cerita semua proses nya lewat tni.. ternyata dana pembangunan nya koperasi merah putih, gede potongan nya.. wah sudah ng amanah lgi.. gila nya lg koperasi merah putih diambil dari dana desa.. wah wah.... udah ng benerrr.. parahhh..",C3,"ada cerita.. aparat desa, terdepan memfollow up untuk mewujudkan koperasi merah putih di desa nya.. singkat cerita semua proses nya lewat tni.. ternyata dana pembangunan nya koperasi merah putih, gede potongan nya.. wah sudah ng amanah lgi.. gila nya lg koperasi merah putih diambil dari dana desa.. wah wah.... udah ng benerrr.. parahhh..",53,>20 kata
5787.0,Aamiin Allohumma Aamiin..,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,Doa singkat.,,aamiin allohumma aamiin..,C0,aamiin allohumma aamiin..,3,1–5 kata
7412.0,kacau emang gara-gara 1 orang.....,Kritik atau opini negatif,Ambigu atau konteks tidak cukup,,Menyalahkan satu orang atas kekacauan.,,kacau emang gara-gara 1 orang.....,C4,kacau emang gara-gara 1 orang.....,5,1–5 kata
5525.0,"​ @newsKAROMAHSNACK391 jangan selalu KDM, apa yang ga bsa dlakukan zaman dlu bisa dlakukan skrg, pmbangunan yg jarang sjak dlu skrg sudah mulai brbenah dn trtata,, sgitu aja sihh selebihnya insyaalloh jabar akan istimewa, bismillah",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,Dukungan terhadap pembangunan Jawa Barat,,"​ @newskaromahsnack391 jangan selalu kdm, apa yang ga bsa dlakukan zaman dlu bisa dlakukan skrg, pmbangunan yg jarang sjak dlu skrg sudah mulai brbenah dn trtata,, sgitu aja sihh selebihnya insyaalloh jabar akan istimewa, bismillah",C0,"​ @newskaromahsnack391 jangan selalu kdm, apa yang ga bsa dlakukan zaman dlu bisa dlakukan skrg, pmbangunan yg jarang sjak dlu skrg sudah mulai brbenah dn trtata,, sgitu aja sihh selebihnya insyaalloh jabar akan istimewa, bismillah",35,>20 kata
4556.0,"yang namanya artis dan selebritis
tidak usah masuk ke dpr. ini kesalahan partai yang rekrut artis dan selebritis untuk meraup suara saat pemilu..sehingga menambah jumlah kursi di dpr.
dpr akhirnya jadi tempat melawak mereka
masa diruang yang begitu resmi dan sakral..mereka jadikan seperti tempat pesta",Konten ofensif,Konten ofensif,,"nada penyampaiannya cukup keras dan berpotensi menyinggung, tetapi belum ada dasar yang cukup untuk menyebutnya sebagai penghinaan atau ujaran kebencian",,yang namanya artis dan selebritis tidak usah masuk ke dpr. ini kesalahan partai yang rekrut artis dan selebritis untuk meraup suara saat pemilu..sehingga menambah jumlah kursi di dpr. dpr akhirnya jadi tempat melawak mereka masa diruang yang begitu resmi dan sakral..mereka jadikan seperti tempat pesta,C2,yang namanya artis dan selebritis tidak usah masuk ke dpr. ini kesalahan partai yang rekrut artis dan selebritis untuk meraup suara saat pemilu..sehingga menambah jumlah kursi di dpr. dpr akhirnya jadi tempat melawak mereka masa diruang yang begitu resmi dan sakral..mereka jadikan seperti tempat pesta,45,>20 kata
1803.0,Luar biasa ini kasus  ... ? Bagaimana pak Samad ... ? Mohon di buka terus agar biar permasalahannya tuntas.,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,,,luar biasa ini kasus ... ? bagaimana pak samad ... ? mohon di buka terus agar biar permasalahannya tuntas.,C0,luar biasa ini kasus ... ? bagaimana pak samad ... ? mohon di buka terus agar biar permasalahannya tuntas.,19,11–20 kata
5653.0,mutlak perkataany selagi masih sejalan dengan kepentingan,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,Komentar ambigu mengenai kepentingan,,mutlak perkataany selagi masih sejalan dengan kepentingan,C4,mutlak perkataany selagi masih sejalan dengan kepentingan,7,6–10 kata
3978.0,Nah ini dia orang2 pelaku kriminalisasi kok begitu powerful tak tersentuh sangsi hukum?,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"isi komentar menunjukkan penilaian yang merendahkan terhadap individu tertentu, bukan sekadar membahas kebijakan atau kinerjanya",,nah ini dia orang2 pelaku kriminalisasi kok begitu powerful tak tersentuh sangsi hukum?,C3,nah ini dia orang2 pelaku kriminalisasi kok begitu powerful tak tersentuh sangsi hukum?,13,11–20 kata
4411.0,Kok ora leh..bongko...,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,"komentar ini terlalu singkat atau tidak spesifik untuk memastikan apakah ada unsur penghinaan, ofensif, atau sekadar opini",,kok ora leh..bongko...,C4,kok ora leh..bongko...,3,1–5 kata
6020.0,Prof ayo LOG IN PSI,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,Ajakan bergabung ke partai.,,prof ayo log in psi,C0,prof ayo log in psi,5,1–5 kata
6424.0,"Ciyeee di sembelih bantengnya
Kandangnya di obrak abrik 
Gagal jd king maker 
Pensiun aja mbah, anak2 skrg udah ga relate ama situ 😂",Kritik atau opini negatif,Konten ofensif,,"Mengandung ejekan terhadap tokoh politik, tetapi konteks penghinaan hukum tidak cukup jelas.",,"ciyeee di sembelih bantengnya kandangnya di obrak abrik gagal jd king maker pensiun aja mbah, anak2 skrg udah ga relate ama situ 😂",C2,"ciyeee di sembelih bantengnya kandangnya di obrak abrik gagal jd king maker pensiun aja mbah, anak2 skrg udah ga relate ama situ 😂",23,>20 kata
5688.0,"Ya ... Jejak digital ada... 

Apakabar pak Ganjar seperti nya tdk pernah terlihat d layar.. 

Kalau pak Anis masih riwa riwi ya.. Ucapain selamat, ikut muji pak Prabowo juga😂.. Trs katanya buat Partai Anak Abah",Konten ofensif,Netral atau tidak terindikasi,,Komentar mengenai aktivitas Ganjar dan Anies setelah pemilu,,"ya ... jejak digital ada... apakabar pak ganjar seperti nya tdk pernah terlihat d layar.. kalau pak anis masih riwa riwi ya.. ucapain selamat, ikut muji pak prabowo juga😂.. trs katanya buat partai anak abah",C0,"ya ... jejak digital ada... apakabar pak ganjar seperti nya tdk pernah terlihat d layar.. kalau pak anis masih riwa riwi ya.. ucapain selamat, ikut muji pak prabowo juga😂.. trs katanya buat partai anak abah",35,>20 kata
,Roky sehat selalu bersama akal sehatnya,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,roky sehat selalu bersama akal sehatnya,C4,roky sehat selalu bersama akal sehatnya,6,6–10 kata
1770.0,Lanjut infokan terus Mas Roy.agar makin jelas..     Bahwa : Rakyat pernah di tipu oleh pembohong.... MIRIS........,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Ambigu atau konteks tidak cukup,,,,lanjut infokan terus mas roy.agar makin jelas.. bahwa : rakyat pernah di tipu oleh pembohong.... miris........,C4,lanjut infokan terus mas roy.agar makin jelas.. bahwa : rakyat pernah di tipu oleh pembohong.... miris........,16,11–20 kata
769.0,"50 Periode pun pst jadi
Jika tiap Pilpres jadi pencuri&maling tengah malam&bohongin rakyat",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Ambigu atau konteks tidak cukup,,"Belum dapat ditentukan—konteks tidak cukup. Komentar mengandung dugaan, sindiran, atau rujukan mengenai isi komentar, tetapi sasaran individu atau peristiwa yang dimaksud tidak cukup jelas dari teks saja. Konteks video, utas percakapan, dan identitas pihak yang dituju diperlukan sebelum menentukan pasal.

",,50 periode pun pst jadi jika tiap pilpres jadi pencuri&maling tengah malam&bohongin rakyat,C4,50 periode pun pst jadi jika tiap pilpres jadi pencuri&maling tengah malam&bohongin rakyat,13,11–20 kata
2979.0,Sorry Yee...tetep 02...oke gass,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,komentar tidak mengarah pada perendahan individu atau permusuhan terhadap kelompok berdasarkan identitas tertentu,,sorry yee...tetep 02...oke gass,C0,sorry yee...tetep 02...oke gass,4,1–5 kata
,"Apapun PROGRAMnya, YANG PENTING, korupsinya , , ,",Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,"apapun programnya, yang penting, korupsinya , , ,",C4,"apapun programnya, yang penting, korupsinya , , ,",8,6–10 kata
1621.0,​ @BossBoss-hr2bi  kalo dia militer asli kenapa waktu anak buahnya     di bui di lari k yordania terus ketika pendukungnya habis d kata katain   kardun dia malah lari minta kue apem k jokowi eehh sekarangk malah milih wapres yg 🙏🙏 IQnya rendah cuma karena mengharap bantuan dr bapak & koleganya !!!,Konten ofensif,Konten ofensif,,,,​ @bossboss-hr2bi kalo dia militer asli kenapa waktu anak buahnya di bui di lari k yordania terus ketika pendukungnya habis d kata katain kardun dia malah lari minta kue apem k jokowi eehh sekarangk malah milih wapres yg 🙏🙏 iqnya rendah cuma karena mengharap bantuan dr bapak & koleganya !!!,C2,​ @bossboss-hr2bi kalo dia militer asli kenapa waktu anak buahnya di bui di lari k yordania terus ketika pendukungnya habis d kata katain kardun dia malah lari minta kue apem k jokowi eehh sekarangk malah milih wapres yg 🙏🙏 iqnya rendah cuma karena mengharap bantuan dr bapak & koleganya !!!,50,>20 kata
3050.0,"Dibubarkan saja lah institusi polri, ga ada gunanya.. Isi nya cuma pungli pungli dan pungli., duit duit duit terus.. Hadeh lha gimana ga rusak, mau masuk sekolah akpol aja bayar sogokan.. Rusak rusak.. 🤮",Kritik atau opini negatif,Kritik atau opini negatif,,"yang disampaikan lebih tepat dibaca sebagai opini kritis terhadap suatu keadaan atau kebijakan, sehingga belum masuk kategori penghinaan",,"dibubarkan saja lah institusi polri, ga ada gunanya.. isi nya cuma pungli pungli dan pungli., duit duit duit terus.. hadeh lha gimana ga rusak, mau masuk sekolah akpol aja bayar sogokan.. rusak rusak.. 🤮",C1,"dibubarkan saja lah institusi polri, ga ada gunanya.. isi nya cuma pungli pungli dan pungli., duit duit duit terus.. hadeh lha gimana ga rusak, mau masuk sekolah akpol aja bayar sogokan.. rusak rusak.. 🤮",34,>20 kata
2959.0,Sedangkan di daerah kami Rokan hulu gaji kaur desa sudah lima bulan belum keluar pak apa ini pengayom,Konten ofensif,Konten ofensif,,"pilihan katanya terasa kasar atau menyerang, tetapi belum cukup kuat untuk dikategorikan sebagai penghinaan terhadap individu atau kebencian berbasis identitas",,sedangkan di daerah kami rokan hulu gaji kaur desa sudah lima bulan belum keluar pak apa ini pengayom,C2,sedangkan di daerah kami rokan hulu gaji kaur desa sudah lima bulan belum keluar pak apa ini pengayom,18,11–20 kata
4287.0,Madilog gak pernah gagal mencerahkan publik agar waras dan melek kondisi ter anyar isu terkini dan terhangat di Indonesia .,Kritik atau opini negatif,Kritik atau opini negatif,,"isi komentar lebih berupa kritik atau penilaian negatif terhadap kebijakan, kinerja, atau kondisi tertentu, bukan serangan personal",,madilog gak pernah gagal mencerahkan publik agar waras dan melek kondisi ter anyar isu terkini dan terhangat di indonesia .,C1,madilog gak pernah gagal mencerahkan publik agar waras dan melek kondisi ter anyar isu terkini dan terhangat di indonesia .,20,11–20 kata
16.0,bukan orang politik.soalanga.Nadiem.. dia non partai..,Konten ofensif,Netral atau tidak terindikasi,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar berisi dukungan, informasi, pertanyaan, atau tanggapan biasa mengenai Nadiem Makarim. Tidak terdapat tuduhan perbuatan yang menyerang nama baik individu maupun hasutan kebencian berbasis identitas.

",,bukan orang politik.soalanga.nadiem.. dia non partai..,C0,bukan orang politik.soalanga.nadiem.. dia non partai..,6,6–10 kata
