No,Komentar,Label Awal,Label Pakar,Pasal Dominan,Catatan,Unnamed: 6,Kode Label,jumlah_kata,jumlah_karakter,clean_comment,Komentar_clean,Komentar_preprocessed
237.0,"Netijen ini gimana ya pasti g nonton vidio ne sampe habis langsung koment sesukane,nyinyir..,jelas jelas mas gibrane sendiri selow semua d kembalikan ke rakyat yang memilih..,umur blm cukup,beda partai ..masih sj d kaitkan ,seberene yang heboh itu kan yang cari berita",Konten ofensif,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menggunakan bahasa kasar atau merendahkan terhadap partai politik. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.
",,C2,41.0,268.0,"netijen ini gimana ya pasti g nonton vidio ne sampe habis langsung koment sesukane,nyinyir..,jelas jelas mas gibrane sendiri selow semua d kembalikan ke rakyat yang memilih..,umur blm cukup,beda partai ..masih sj d kaitkan ,seberene yang heboh itu kan yang cari berita","netijen ini gimana ya pasti g nonton vidio ne sampe habis langsung koment sesukane,nyinyir..,jelas jelas mas gibrane sendiri selow semua d kembalikan ke rakyat yang memilih..,umur blm cukup,beda partai ..masih sj d kaitkan ,seberene yang heboh itu kan yang cari berita","netijen ini bagaimana ya pasti tidak menonton vidio ini sampai habis langsung komentar sesukane,nyinyir..,jelas jelas mas gibrane sendiri sebentar semua ada kembalikan ke rakyat yang memilih..,umur belum cukup,beda partai ..masih saja ada kaitkan ,seberene yang heboh itu kan yang cari berita"
2050.0,angel wes termul,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,"terdapat ungkapan yang menggeneralisasi dan merendahkan suatu kelompok, sehingga unsur kebencian terhadap kelompok lebih menonjol daripada kritik biasa. sehingga yang terlihat bukan hanya kritik, melainkan pelabelan negatif terhadap kelompok.",,C4,3.0,16.0,angel wes termul,angel wes termul,angel wes termul
6260.0,"Wkwkwkkkk.
Yang paling sengit menjegal Habibie saat itu : si Gusdur & Mega, yg pada kebelet pengen berkuasa menggantikan Suharto, tetapi terganjal oleh Habibie yg scr Konstitusi memang harus maju menggantikan Suharto yg resign/mundur. 

Para pemuja Gusdur sekarang2 pada getol ""cuci tangan-lempar kambing hitam"" ke Amin Rais sbg ketua MPR saat itu. 
Amin Rais sendiri saat itu justru kawan baik-kolega Habibie (sbg sesama pendiri & pengurus ICMI).
Partainya dia (PAN) bersama dengan Koalisi Poros Tengah (PKS, PBB, PUI dll) dan ""Kaukus IRAMASUKA"" (Irian, Maluku, Sulawesi, Kalimantan) di faksi Utusan Daerah pimpinan Arnold Baramuli, saat itu mrpkn pendukung2 Habibie di parlemen. 
Hanya saja saat voting, suara pendukung2 Habibie tsb kalah telak oleh perolehan suara koalisi partai2 besar pemenang pemilu (PDIP & PKB) plus PDKB dan suara politisi2 Golkar & PPP.

Nah tuh.",Konten ofensif,Kritik atau opini negatif,,Opini sejarah dan politik,,C1,131.0,872.0,"wkwkwkkkk. yang paling sengit menjegal habibie saat itu : si gusdur & mega, yg pada kebelet pengen berkuasa menggantikan suharto, tetapi terganjal oleh habibie yg scr konstitusi memang harus maju menggantikan suharto yg resign/mundur. para pemuja gusdur sekarang2 pada getol ""cuci tangan-lempar kambing hitam"" ke amin rais sbg ketua mpr saat itu. amin rais sendiri saat itu justru kawan baik-kolega habibie (sbg sesama pendiri & pengurus icmi). partainya dia (pan) bersama dengan koalisi poros tengah (pks, pbb, pui dll) dan ""kaukus iramasuka"" (irian, maluku, sulawesi, kalimantan) di faksi utusan daerah pimpinan arnold baramuli, saat itu mrpkn pendukung2 habibie di parlemen. hanya saja saat voting, suara pendukung2 habibie tsb kalah telak oleh perolehan suara koalisi partai2 besar pemenang pemilu (pdip & pkb) plus pdkb dan suara politisi2 golkar & ppp. nah tuh.","wkwkwk. yang paling sengit menjegal habibie saat itu : si gusdur & mega, yg pada kebelet pengen berkuasa menggantikan suharto, tetapi terganjal oleh habibie yg scr konstitusi memang harus maju menggantikan suharto yg resign/mundur. para pemuja gusdur sekarang2 pada getol ""cuci tangan-lempar kambing hitam"" ke amin rais sbg ketua mpr saat itu. amin rais sendiri saat itu justru kawan baik-kolega habibie (sbg sesama pendiri & pengurus icmi). partainya dia (pan) bersama dengan koalisi poros tengah (pks, pbb, pui dll) dan ""kaukus iramasuka"" (irian, maluku, sulawesi, kalimantan) di faksi utusan daerah pimpinan arnold baramuli, saat itu mrpkn pendukung2 habibie di parlemen. hanya saja saat voting, suara pendukung2 habibie tsb kalah telak oleh perolehan suara koalisi partai2 besar pemenang pemilu (pdip & pkb) plus pdkb dan suara politisi2 golkar & p. nah tuh.","wkwkwk. yang paling sengit menjegal habibie saat itu : si gusdur & mega, yang pada kebelet ingin berkuasa menggantikan suharto, tetapi terganjal oleh habibie yang secara konstitusi memang harus maju menggantikan suharto yang resign/mundur. para pemuja gusdur sekarang2 pada getol ""cuci tangan-lempar kambing hitam"" ke amin rais sebagai ketua mpr saat itu. amin rais sendiri saat itu justru kawan baik-kolega habibie (sbg sesama pendiri & pengurus icmi). partainya dia (pan) bersama dengan koalisi poros tengah (pks, pbb, pui dll) dan ""kaukus iramasuka"" (irian, maluku, sulawesi, kalimantan) di faksi utusan daerah pimpinan arnold baramuli, saat itu mrpkn pendukung2 habibie di parlemen. hanya saja saat voting, suara pendukung2 habibie tersebut kalah telak oleh perolehan suara koalisi partai2 besar pemenang pemilu (pdip & pkb) plus pdkb dan suara politisi2 golkar & p. nah tuh."
3041.0,"Para garong menari diatas penderitaan rakyat, PKI muncul dieta Prabowo.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"pernyataan ini tidak sekadar kritik, karena ada unsur serangan terhadap pribadi seseorang yang menjadi sasaran langsung komentar",,C3,10.0,71.0,"para garong menari diatas penderitaan rakyat, pki muncul dieta prabowo.","para garong menari diatas penderitaan rakyat, pki muncul dieta prabowo.","para garong menari diatas penderitaan rakyat, pki muncul dieta prabowo."
418.0,"DIKORUT PAS RAPAT ADA YG TIDUR DI DOR HUKUM MATI ,DI JEPANG KLO DEWAN MERASA GAGAL BEKERJA MENGUNDURKAN DIRI, DI INDO DEWAN GA TAU MALU GA PUNYA EMPATI MINTA DIKASIH KESEMPATAN LAGI..UYAAA UYAAA😂",Kritik atau opini negatif,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menggunakan bahasa kasar atau merendahkan terhadap penegakan hukum atau konstitusi. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.
",,C2,33.0,195.0,"dikorut pas rapat ada yg tidur di dor hukum mati ,di jepang klo dewan merasa gagal bekerja mengundurkan diri, di indo dewan ga tau malu ga punya empati minta dikasih kesempatan lagi..uyaaa uyaaa😂","dikorut pas rapat ada yg tidur di dor hukum mati ,di jepang klo dewan merasa gagal bekerja mengundurkan diri, di indo dewan ga tau malu ga punya empati minta dikasih kesempatan lagi..uya uya😂","dikorut pas rapat ada yang tidur di dor hukum mati ,di jepang kalau dewan merasa gagal bekerja mengundurkan diri, di indonesia dewan tidak tahu malu tidak punya empati meminta dikasih kesempatan lagi..uya uya😂"
2596.0,Benar Pak Prabowo 🙏pemimpin itu harus mencintai Rakyat seluruhnya  bukan mencintai rakyat yg se agamanya  . Karena rakyat itu semua berbeda agamanya . ❤❤😂🙏🙏🤝🇮🇩🇮🇩,Konten ofensif,Konten ofensif,,"nada penyampaiannya cukup keras dan berpotensi menyinggung, tetapi belum ada dasar yang cukup untuk menyebutnya sebagai penghinaan atau ujaran kebencian",,C2,24.0,161.0,benar pak prabowo 🙏pemimpin itu harus mencintai rakyat seluruhnya bukan mencintai rakyat yg se agamanya . karena rakyat itu semua berbeda agamanya . ❤❤😂🙏🙏🤝🇮🇩🇮🇩,benar pak prabowo 🙏pemimpin itu harus mencintai rakyat seluruhnya bukan mencintai rakyat yg se agamanya . karena rakyat itu semua berbeda agamanya . ❤❤😂🙏🙏🤝🇮🇩🇮🇩,benar pak prabowo 🙏pemimpin itu harus mencintai rakyat seluruhnya bukan mencintai rakyat yang se agamanya . karena rakyat itu semua berbeda agamanya . ❤❤😂🙏🙏🤝🇮🇩🇮🇩
2825.0,Selama kantong pakaian pejabat yg tdk punya rasa malu menghadap keatas maka korupsi di negeri ini tetap berlanjut kecuali uud hukuman mati bagi koruptor di berlakukan,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,"ungkapan dalam komentar cukup ofensif, tetapi sasaran dan konteksnya tidak memenuhi indikator Pasal 27A atau Pasal 28 Ayat (2)",,C2,26.0,166.0,selama kantong pakaian pejabat yg tdk punya rasa malu menghadap keatas maka korupsi di negeri ini tetap berlanjut kecuali uud hukuman mati bagi koruptor di berlakukan,selama kantong pakaian pejabat yg tdk punya rasa malu menghadap keatas maka korupsi di negeri ini tetap berlanjut kecuali uud hukuman mati bagi koruptor di berlakukan,selama kantong pakaian pejabat yang tidak punya rasa malu menghadap keatas maka korupsi di negeri ini tetap berlanjut kecuali uud hukuman mati bagi koruptor di berlakukan
4456.0, @Nahwadi-kr6ms  pk jkwi presiden ..tp tau nggak partai siapa yg mengusung pk jkwi sampaii hri ini,Konten ofensif,Konten ofensif,,"komentar menggunakan bahasa yang kurang pantas dan bernada merendahkan, namun konteksnya belum menunjukkan unsur penghinaan yang relevan secara hukum",,C2,16.0,98.0,@nahwadi-kr6ms pk jkwi presiden ..tp tau nggak partai siapa yg mengusung pk jkwi sampaii hri ini,-kr6ms pk jkwi presiden ..tp tau nggak partai siapa yg mengusung pk jkwi sampaii hri ini,-kr6ms pk jkwi presiden ..tp tahu tidak partai siapa yang mengusung pk jkwi sampaii hari ini
5585.0,Partai buruh😅,Konten ofensif,Netral atau tidak terindikasi,,Penyebutan nama partai disertai emoji tanpa muatan yang jelas.,,C0,2.0,13.0,partai buruh😅,partai buruh😅,partai buruh😅
475.0,aman perubahan????😂😂😂😂,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,"Belum dapat ditentukan—konteks tidak cukup. Teks terlalu singkat atau berupa potongan respons, sehingga pihak yang dituju dan peristiwa yang dimaksud tidak dapat dipastikan. Tanpa konteks percakapan atau video, unsur Pasal 27A dan Pasal 28 ayat (2) belum dapat dinilai.
",,C4,2.0,22.0,aman perubahan????😂😂😂😂,aman perubahan?😂,aman perubahan?😂
3899.0,"lucu banget si budiman, dulu aktivis semenjak gabung ke partai jadi nyeleneh.
apa dr dulu udh nyeleneh tapi ga kesorot aja ya?",Konten ofensif,Konten ofensif,,"komentar ini lebih tepat dimasukkan sebagai konten ofensif karena bahasanya menyerang, tetapi belum terlihat unsur kebencian atau penghinaan yang spesifik",,C2,22.0,126.0,"lucu banget si budiman, dulu aktivis semenjak gabung ke partai jadi nyeleneh. apa dr dulu udh nyeleneh tapi ga kesorot aja ya?","lucu banget si budiman, dulu aktivis semenjak gabung ke partai jadi nyeleneh. apa dr dulu udh nyeleneh tapi ga kesorot aja ya?","lucu sekali si budiman, dulu aktivis semenjak gabung ke partai jadi nyeleneh. apa dari dulu sudah nyeleneh tetapi tidak kesorot saja ya?"
4143.0, @pemudadesa8656  dongok,Konten ofensif,Ambigu atau konteks tidak cukup,,makna komentar belum bisa dipastikan tanpa mengetahui konteks percakapan atau sasaran yang dimaksud,,C4,2.0,24.0,@pemudadesa8656 dongok,dongok,dongok
3573.0,"Andai saya melihat rapat ini ketika usia saya 16 tahun...mungkin semangat dgn cita2 saya dan kukuh jadi TNI
Tp sekarang saya udh 26tahun😁
semangat adik2 yang bercita2 jadi TNI
Syarat mu jadi TNI sekarang di permudah oleh Jenderal Andika Perkasa",Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,makna yang dimaksud penulis masih samar dan tidak cukup informasi untuk menghubungkannya dengan unsur penghinaan atau kebencian,,C4,40.0,244.0,andai saya melihat rapat ini ketika usia saya 16 tahun...mungkin semangat dgn cita2 saya dan kukuh jadi tni tp sekarang saya udh 26tahun😁 semangat adik2 yang bercita2 jadi tni syarat mu jadi tni sekarang di permudah oleh jenderal andika perkasa,andai saya melihat rapat ini ketika usia saya 16 tahun.mungkin semangat dgn cita2 saya dan kukuh jadi tni tp sekarang saya udh 26tahun😁 semangat adik2 yang bercita2 jadi tni syarat mu jadi tni sekarang di permudah oleh jenderal andika perkasa,andai saya melihat rapat ini ketika usia saya 16 tahun.mungkin semangat dengan cita-cita saya dan kukuh jadi tni tetapi sekarang saya sudah 26tahun😁 semangat adik2 yang bercita2 jadi tni syarat mu jadi tni sekarang di permudah oleh jenderal andika perkasa
7.0,Lebih mantab dan enak perdebatan Roy s vs rismon drp termol2 ini. Rismon keok.. malu ah Mon...😀😀😀,Netral atau tidak terindikasi,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menggunakan bahasa kasar atau merendahkan terhadap Roy Suryo. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.",,C2,63.0,408.0,"ini orang dari partai silit ireng sejatinya anti pancasila dan islamophobia, orang ini mengatakan partainya menolak segala hukum yang bersumber dari agama. jadi orang ini kayak atheis, banyak pengamat menyebutkan bahwa psi adalah partai pki muda. dan taukah anda bahwa partai ini juga mendukung lgbt dengan alasan ham bagi umat islam, psi, kader & anggota²nya haram untuk di pilih atau di jadikan pemimpin.",lebih mantab dan enak perdebatan roy s vs rismon drp termol2 ini. rismon keok.. malu ah mon.😀,lebih mantab dan enak perdebatan roy si vs rismon drp termol2 ini. rismon keok.. malu ah mon.😀
2276.0,"Pendemo di tangkepin , Koruptor malah bebas berkeliaran.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Kritik atau opini negatif,,bahasa yang digunakan mengarah pada perendahan terhadap pihak yang dituju dan dapat dipahami sebagai serangan terhadap kehormatan atau nama baik. dan relevansinya lebih kuat pada perlindungan kehormatan individu.,,C1,8.0,56.0,"pendemo di tangkepin , koruptor malah bebas berkeliaran.","pendemo di tangkepin , koruptor malah bebas berkeliaran.","pendemo di tangkepin , koruptor malah bebas berkeliaran."
1082.0," @elphamachannel  lah ya Kalo keturunan PKI asal dia nya waras ya udah lah kenapa harus di larang??? Dia aja cuma keturunan kagak ada sangkut paut nya diluar juga ada mantan napi bebas masuk Tentara.... 

Ya bener lah asal orang nya waras dan kagak akan mengikuti/mengulangi hal tersebut ya silakan masuk tes dulu, Toh semua di test di Cermati baik baik kagak langsung masuk",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,,,C2,63.0,374.0,"@elphamachannel lah ya kalo keturunan pki asal dia nya waras ya udah lah kenapa harus di larang??? dia aja cuma keturunan kagak ada sangkut paut nya diluar juga ada mantan napi bebas masuk tentara.... ya bener lah asal orang nya waras dan kagak akan mengikuti/mengulangi hal tersebut ya silakan masuk tes dulu, toh semua di test di cermati baik baik kagak langsung masuk","lah ya kalo keturunan pki asal dia nya waras ya udah lah kenapa harus di larang? dia aja cuma keturunan kagak ada sangkut paut nya diluar juga ada mantan napi bebas masuk tentara. ya bener lah asal orang nya waras dan kagak akan mengikuti/mengulangi hal tersebut ya silakan masuk tes dulu, toh semua di test di cermati baik baik kagak langsung masuk","lah ya kalau keturunan pki asal dia nya waras ya sudah lah kenapa harus di larang? dia saja cuma keturunan tidak ada sangkut paut nya diluar juga ada mantan napi bebas masuk tentara. ya benar lah asal orang nya waras dan tidak akan mengikuti/mengulangi hal tersebut ya silakan masuk tes dulu, toh semua di test di cermati baik baik tidak langsung masuk"
5972.0,Di LUMAJANG,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,Hanya menyebut lokasi.,,C0,2.0,11.0,di lumajang,di lumajang,di lumajang
781.0, @henjenjen2016  mungkin dia pernah lihat matanya sendiri lewat kaca tp apa dia pernah melihat isi jeroan kepalanya atau dalaman isi tubuhnya. Yg notabanenya belum pernah melihatnya.😆😆,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,"Belum dapat ditentukan—konteks tidak cukup. Komentar mengandung dugaan, sindiran, atau rujukan mengenai isi komentar, tetapi sasaran individu atau peristiwa yang dimaksud tidak cukup jelas dari teks saja. Konteks video, utas percakapan, dan identitas pihak yang dituju diperlukan sebelum menentukan pasal.
",,C4,26.0,184.0,@henjenjen2016 mungkin dia pernah lihat matanya sendiri lewat kaca tp apa dia pernah melihat isi jeroan kepalanya atau dalaman isi tubuhnya. yg notabanenya belum pernah melihatnya.😆😆,mungkin dia pernah lihat matanya sendiri lewat kaca tp apa dia pernah melihat isi jeroan kepalanya atau dalaman isi tubuhnya. yg notabanenya belum pernah melihatnya.😆😆,mungkin dia pernah lihat matanya sendiri lewat kaca tetapi apa dia pernah melihat isi jeroan kepalanya atau dalaman isi tubuhnya. yang notabanenya belum pernah melihatnya.😆😆
4828.0,"Sehebat apapun pemimpin
Sebaiknya patuhi Konstitusi
Jangan terlalu mudah mengubah dan mengamendemen suatu UU jika urusan nya tidak sangat Darurat. Pak jokowi bijak 2 periode wajib. Tapi yang jadi masalah orang pinggir takut kekurangan pemasukan seandainya pak jkw tak jadi presiden lagi.",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,"meskipun ada penilaian atau ekspresi pribadi, tidak ditemukan serangan yang cukup kuat untuk masuk kategori penghinaan atau kebencian",,C0,42.0,287.0,sehebat apapun pemimpin sebaiknya patuhi konstitusi jangan terlalu mudah mengubah dan mengamendemen suatu uu jika urusan nya tidak sangat darurat. pak jokowi bijak 2 periode wajib. tapi yang jadi masalah orang pinggir takut kekurangan pemasukan seandainya pak jkw tak jadi presiden lagi.,sehebat apapun pemimpin sebaiknya patuhi konstitusi jangan terlalu mudah mengubah dan mengamendemen suatu uu jika urusan nya tidak sangat darurat. pak jokowi bijak 2 periode wajib. tapi yang jadi masalah orang pinggir takut kekurangan pemasukan seandainya pak jkw tak jadi presiden lagi.,sehebat apapun pemimpin sebaiknya patuhi konstitusi jangan terlalu mudah mengubah dan mengamendemen suatu uu jika urusan nya tidak sangat darurat. pak jokowi bijak 2 periode wajib. tetapi yang jadi masalah orang pinggir takut kekurangan pemasukan seandainya pak jkw tak jadi presiden lagi.
