Komentar_preprocessed,Kode Label,label
"​ reformasi yang gagal & kebablasan 👎 melenceng jauh dari cita-cita awal. saya sendiri ngalamin langsung, disaat awal-awal reformasi, optimisme dan harapan masyarakat menguat melambung tinggi terhadap era baru tsb. pemerintahan habibie diisi orang-orang kompeten dan kkn nyaris tidak ada tidak terdengar. kondisi sosial-ekonomi negara sudah mulai pulih, membaik & tertata lagi. ketika habibie digantikan gusdur, arah reformasi mulai melenceng. pada bermunculan lagi kkn dimana2. - pemerintahan dan istana sangat pekat berbau perkoncoan. para pejabat2 negara banyak diisi konco2 satu geng nganu atau kerabat sanak saudara sendiri (ponakan2 gusdur pada menjabat mentri atau pejabat tinggi negara). istana negara jadi mirip warung kopi atau balai rt. banyak orang-orang gakjelas pada ngegembrong nongkrong di istana sambil gakjelas pada mengapai dan pada mau apa tuh orang-orang tsb. - kasus2 korupsi & pungli pada marak bermunculan. dari tingkat pusat, hingga ke keroco2nya di daerah2. kalau ingin urusan lancar dengan orang-orang pelat merah, harus siapin amplop coklat dibawah meja. - premanisme dan ormas2/lsm gakjelas pada marak bermunculan dimana2. saya ingat bener, saat di era tersebut mulai muncul tradisi baru tiap mau lebaran atau akhir tahun : pada nongol mengantri preman2 berseragam ormas nyodorin ""froposal"" permintaan dana thr dan tunjangan operasional buat ormas mereka. - cukong2 & boss2 kayu ilegal dan pembalakan liar sda hutan, marak dimana2. hutan2 lindung & kayu2 jati perhutani dijarah habis2an oleh gerombolan yang mengikuti omongan gusdur ""..ambil saja kayu itu, toh dulu yang menanamnya moyang kalian.gitu saja kok repoot"" 😂 polisi hutan /jagawana tidak berdaya karena penjarahan tersebut dibekingi oleh ormas loreng abal-abal berkopiah. kerusakan alam paling parah dalam waktu paling singkat (dua tahun). hutan2 pada gundul, banjir & longsor dimana2. - kemaksiatan dan kemerosotan tatanan moral & sosial dimana2. pada marak pentas2 dangdut seronok, dengan segala macam kreasi goyang seronoknya. dari mulai goyang ngebor, goyang gergaji, goyang patah2, goyang dombret, segalamacem gakjelas. majalah2 dan koran2 cabul pada marak beredar di pinggir jalan atau dijajakan di lampu merah. era pemerintahan paling aji mumpung kampungan. memalukan dan kemunduran di berbagai aspek berbangsa. .",C2,2
50 periode pun pasti jadi jika tiap pilpres jadi pencuri&maling tengah malam&bohongin rakyat,C4,4
"makin sesat hukum di negaraku, gila😢 demi uang harga diri hilang😢",C1,1
ternyata bung pigai jauh lebih pintar daripada rg dan refly harun😂😅.bung pigai cocok jadi ketua kpk.✌️🇮🇩❤️,C0,0
"bursa caketum p: 1. amran sulaiman 36,16% 2. gus yasin 19,88% 3. sandiaga uno 15,54% 4. gus ipul 9,60% 5. dudung abdurachman 4,92% 6. arwani thomafi 2,87% 7. marzuki alie 1,35% 8. agus suparmanto 1,02% 9. lainnya 8,66%",C0,0
bangsa ini butuh pendidikan gratis sampai bangku kuliah bukan mbg yang kelolanya kacau balau guru digaji dengan layak yang penting supaya para guru bisa mengajar dengan tenang 2proyek mbg dan kopdes itu mengkuras +-20% apbn ini akan buang sia2 tanpa hasil,C1,1
ayo. mari bersatu gol kan uu perampasan aaset para koruptor yang sudah berpuluh tidak jalan jalan untuk di ttd di dpr.,C3,3
"anies juga ngehamburin duit lebih parah pas jadi gubernur program balap2an yang kelebihan bayar atau bahasa halusnya korupsi juga tidak dipertanggung jawabkan.. masih lebih berfaedah program makan gratis daripada ajang balapan, wlpn 1 anak dapat 1 potong tahu dan tempe stdknya masuk ke perut rakyat dibanding ajang balapan yang di nikmati elit2 saja dan dulu anggaran banyak di markup wajar dulu teman-teman kamu pada apatis sama anak abah karena memang sudah melihat kualitas pimpinannya. yang pulang mending ya cuma ganjar pranowo belum ada rekam korupsi kalau prabowo dari dulu sudah kelihatan korupsi pesawat tempur tetapi pada tutup mata😂😂",C3,3
adik nya yang mana ya kalau boleh tahu,C0,0
"bos mbg ngantuk,proyek maling",C2,2
​ jokowi dan kawan2nya yang merusak citra bu mega secara halus sampai pdip sandri tidak sadar.,C3,3
as adalah sosok anggota dpr musuh rakyat,C3,3
"lanjut atas, gusdur sendiri saat jadi presiden itu untungnya cepat-cepat digusur diturunkan mpr pimpinan amin rais. pelengseran gusdur di tahun 2001 itu memang wajar dan sudah seharusnya, untuk mencegah ri makin terpuruk nyungsep ke dasar jurang. persis seperti kejadian pelengseran sukarno tahun 1967. sukarno dan gusdur itu 11-12 : - sama-sama merehabilitasi & mencabut pelarangan pki (sukarno tahun 1952, gusdur tahun 20 tetapi gagal) - sama-sama membubarkan parlemen yang sah, hasil pemilu demokratis (sukarno lewat dekrit presiden 1959, gusdur gagal karena tidak didukung tni & masyarakat, kecuali pkb). - sama-sama diturunkan kekuasaannya lewat sidang istimewa mpr ri. -sama2 dikultuskan. dianggap sebagai wali atau manusia setengah dewa. orang-orang yang ngalamin sendiri masa-masa itu tidak akan lupa soal bagaimana carut marutnya kondisi sosial-ekonomi ri, saat gusdur menggantikan habibie. kondisi sosial ekonomi yang sebelumnya sudah mulai membaik & tertata lagi di era habibie (era habibie tercatat sebagai satu2 nya era kepresidenan dimana tidak ada skandal kkn di lingkaran istana), mundur kembali acak2an parah. nilai dollar yang sebelumnya berhasil dikendalikan habibie (dari rp16.800 ke rp 6.0 an) dalam waktu singkat, malah jadi melorot lagi terus-terusan hingga ke angka belasan ribu rupiah per dollar. skandal memalukan & kasus2 kkn kembali bermunculan (bulog gate, brunei gate, skandal asusila dengan binor ny. aryanti sitepu). baru juga setahun menjabat, sudah terkuak kasus korupsi di bulog. seorang suwondo, tukang pijit presiden bawaan gusdur dari kampung, bisa membobol duit negara puluhan miliar rupiah dengan melibatkan pejabat bulog. duit2 bulog tersebut mengalir ke orang-orang dekat gusdur. saat situasi ri dalam kondisi saling bunuh2an dan perang saudara berdarah dimana2 (ambon, poso, sampit-sanggau ledo, opm papua & aceh), gusdur malahan bikin geram rakyat dengan mengundang boysband top dunia dari irlandia ""westlife"", untuk konser di istana negara, memeriahkan acara pesta sweet seventeen anak bungsu nya dan teman-teman alaynya, yang berdandan heboh ala wibu shinjuku, pada pecicilan di istana negara . anak bungsu nya tersebut sekarang sudah dewasa dan di era jokowi sudah menjabat sebagai komisaris independen pt unilever indonesia. menyusul kakaknya yang jadi komisaris garuda indonesia. tambahan di era jokowi lalu, ketua pbnu bid inovasi strategis : yeny wahid & suaminya (yg seorang kader partai psi) pada menjabat sebagai komisaris tambang emas terbesar kedua setelah freeport : tambang tujuh bukit ""tumpang pitu"" di banyuwangi. tambang emas raksasa tersebut pemilik sahamnya mrpkn sindikasi oligarki2 kakap & keluarga taipan 9 naga. diatas kertas, seharusnya kota banyuwangi & prov jatim sekarang sudah jadi provinsi yang kayak dan kota yang ultra modern seperti dubai atau minimal seperti balikpapan. tetapi yang ada, hingga saat ini yang ramai di sana malah kelakuan2 sdm rendah ala prindavan lokal : dari mulai sound horeg, maling sapi, ""wisata religi"" ngalap barokah ke kuburan keramat, konser2 sholawat koplo, hingga tawuran antar bonek atau ormas/perguruan silit.",C3,3
azab allah swt itu pasti. perlahan tetapi pasti.di dunia pasti.. akhirat pasti. alhamdulillah. kebathilan itu pasti hancur.yg haq pasti juga menunjukkan kebenaran nya.,C0,0
makanya diserang haruss terima..kita disini masih kekurangan makan,C4,4
sulit cari orang yang paham dengan ilmu kehidupan yang di praktekkan ahok.,C4,4
"bukan gila dan psikopat tetapi arogan , sombong , gengsi . berbahaya juga sifat begini . harusnya jangan dinilai jujur saja . jangan dilebih2kan sakit jiwa dan psikopat . yang paham ilmu kejiwaan koreksi kalau salah .",C2,2
jeff barnet kata belio korupsi di indonesia sudah stadium 4 .. 😂,C1,1
i'm with you guys ✌👌🙏,C0,0
"saya kok lebih ke anies ya,lebih cerdas dan santai orangnya,di olok² prabowo di debat pertama,tapi tetap tenang.",C2,2
lebih baik makan masakkan orang tua sendiri seratus persen terjamin dan mbg merusak pedagang kecil merusak perkonomian anak bangsa begitu,C0,0
"waahh si manusia minus . ingat ,kita bisa memberikan hadiah tanpa menyentuh anda .",C2,2
"memang mafia kok si isam , sudah tahu orang kalimantan sini",C2,2
"beda kelas bro, prabowo prajurit sejati, anis baswedan oportunis .",C2,2
panas kuping dengarkan ini🔥,C0,0
"kenapa diberi peluang anak keturunan pki masuk tni ya, dendam kesumat tetap ada, lambat namun pasti akan kembali kepermukaan, belajarlah dari sejarah 65 . penghianatan pki .",C3,3
"😢berat pergumulan dunia pendidikan bangsa kita. berdoa untuk para pemerhati pendidikan, para pejuang ..tuhan menyertai dan memberkati perjuanganmu..demi tanah air tercinta..generasi unggul bangsa🇮🇩",C0,0
"memang bisa kah tanpa partai bisa ada pemilihan ,coba sebutkan di negara mana ,kalau kamu bisa memberikan contoh kamu bisa berbuat apa.",C2,2
pak bahlil 👍👏 pdp selalu di ❤,C0,0
"​ saya asli kalimantan selatan dan dari tanah bumbu..speak terjang ini mafia sudah jelas ..pembunuh guru..penyorobot lahan adat, dan penguasa lahan tambang yang jika tidak sesuai sikat umpankan ke buaya piaraannya..dan itu sudah jadi rahasia umum.ini juga preman berkedok pengusha",C3,3
"kayaknya beliau handal dalam bernegoisasi, coba kirim ke papua dengan maksud bernegoisasi dengan kkb",C4,4
brown yang bilang pki sudah mati terindikasi sebagai simpatisan pki atau anak keturunan pki,C2,2
menonton ini lagi jadi ketawa sndri😂🤣🤣 nis nis 🤣😂😂,C4,4
"keturunan pki sudah lama tidak dilarang. buktinya di ktp sudah tidak ada lagi tulisan keturunan pki. tidak ada masalah. kalau keturunan pki bisa diasingkan, semisal bapakmu maling begal koruptor atau pemerkosa, mau kamu dipenjara? kan buah tidak jatuh jauh dari pohonnya. pret! orang mau ideologi komunis tidak perlu keturunan pki. sama mirip orang beragama islam tidak perlu keturunan bapak ibunya islam. kebalikannya, orangtua islam belum tentu anaknya punya kepercayaan yang sama. agama saja begitu, apalagi ideologi.",C2,2
tolong dokter kejiwaan presiden periksa jangan sampai presiden kita sufah pikun atau odgj,C0,0
judulnya tentara jadinpolisi sudah begio kayaknya ini,C1,1
​ itukan muncul lagi,C2,2
penjahat 2 yang berlindung di baju polisi 😂,C2,2
"11:33 betul bang., izin mohon maaf untuk bapak-ibu di pemerintahan, yang membuat kami benci itu bukan karena influencer yang menjelek-jelekan bapak-ibu tetapi memang kelakuan kasus kayak begini yang membuat kami semakin benci🙏",C1,1
memang eak,C4,4
"tetapi dia pro pdip, bro. artinya statementnya berbahaya sebagai kaum munafikun. kenapa dalam lslam munafikun masuk ke dalam neraka jahanam paling bawah level 7 di bawah neraka jahanam kaum yahudi nasrani, karena seolah dia membela kelompoknya padahal menusuk dari belakang, menggunting dalam lipatan artinya musuh dalam selimut, bro. contoh nyata, misalnya istrimu di bawah satu selimut sedang pulas tidur tahunya anda digorok sampai kehabisan darah, ngeri tidak dampak dari kelompok munafikun terhadap rakyat, bangsa dan negara ??!! atau prajurit munafikun, suatu negara akan porak poranda, bro. contoh negara2 di timteng diobrak abrik yahudi dan kafir, sdanya dirampok, pejuang2nya dikriminilisasi dan dilabeli teroris. tetapi allah maha kuasa, dengan menyebarnya pandemi, orang-orang kafir ketakutan dan menyaksikan cara muslim beribadah yang dampaknya selalu sehat, berdasarkan penelitian secara ilmiah dengan menggunakan teknologi canggih, ternyata saat adzan berkumandang, virus yang melayang di udara mati berjatuhan.",C3,3
"kalau untuk impor minyak, gas dan pesawat, ada atau tidaknya perjanjian itu tetap akan impor juga..mungkin cuma beda dari mananya.. yang jadi masalah adalah kesepakatan dengan negara lain harus ijin dulu ke as..! dulu negeri ini digadaikan ke china..sekarang digadaikan ke as..😢",C1,1
"pidato ini telah membuktikan kalau mega itu anti agama, penganut komunis seperti pki dan murtad dari negeri pancasila karena anti pengamalan sila pertama. saya yakin dia tidak bodoh, orang yang membela karena dia bodoh agama itu salah, itu lebih bodoh dari mega karena ia pernah menjadi presiden, masak orang bodoh bisa jadi presiden, berarti rakyatnya bodoh semua terlebih orang yang membela pidatonya itu. kita harus tetap waspada dan kritis terhadap paham komunis seperti itu. allahu akbar semoga allah cepat mematikan orang-orang yang menistakan agamamu. amin.",C3,3
orde baru jilid ke 2. polisi dan tni di tarik masuk sipil semua. semangat reformas sudah di rusak,C1,1
"biar tidak fitnah petruk diminta klarifikasi, kalau berani",C4,4
"teddy jika dilihat di tv . memang blagu , sekarang pertanyaannya kenapa doi begitu berkuasa ? misterius",C4,4
pigai blukutuk kenapa jir,C3,3
kalau suara fahri sekarang terasa sejuk dan masuk akal. tetapi yang membuat saya masih membekas dalam ingatan sy. bagaimana dan apa sebab fahri buat orasi untuk turunkan dan penjarakan ahok dengan alasan yang belum jelas yang ditulis seseorang yang akhirnya dipenjara juga. apakah ini bukan dosa yang telah menzolimi seseorang demi tujuan dan kepentingan tertentu. ingat tak ada sesuatu yang bisa kita sembunyikan didepan tuhan.,C0,0
semoga para pembuat kecurangan dan penipuan pada rakyat segera terbukti,C0,0
"dari pemaparan grace natalie kita bisa lihat bahwa partai nya sangat logis dan rasional, tidak munafik.",C0,0
"ya allah ya rabb lindungilah para satria pahlawan muda yang m'wakili rakyat seluruh indonesia berdemo m'nuntut k'adilan oleh penjahat bumi pertiwi ini, oleh oligarki & oknum pemerintah yang mendzalimi rakyat kecil. lg² akibat k,rakusan oknum pejabat .. rakyat dan aparat dibenturkan jadi korban ..!.allahu akbar³.💪",C0,0
"yang waras selamatkan diri masing-masing aja.biar org"" tolol punan dengan sendirinya.",C2,2
-h3k sekarang pki sudah berdasi,C1,1
sublhanalloh. terus berjuang untuk kebenaran. pikiran pikiran pki semakin nampak. . sujudku. hidupku untuk alloh..,C3,3
"kalian 58% tidak paham, saya sudah prediksi. prabowo pasti suka-suka. dia tidak pernah hidup susah, dia selalu dianggap raja di gerindra. negara ini dianggap seperti kerajaan dia.",C3,3
.a.dgaming3835 kayaknya kamu deh yang cocok,C0,0
gila aing.,C2,2
keluyuran untuk merusak negara.,C4,4
"bismillah, panjang umur perjuangan",C0,0
?,C4,4
"setuju lae, horas 👍 mari kita dukung dan satukan suara untuk psi agar bisa masuk ke dpr tahun 2024 nanti. demi terwujudnya pemberantasan korupsi, pengesahan uu perampasan aset para koruptor, indonesia maju dan sejahtera salam solidaritas",C3,3
"itu sebagai contoh bos, maksud dia jangan asal nuduh, nanti jadinya fitnah, macam kasus ratna sarumpet😂",C4,4
kan kaliyan sendiri yang memilih ketua mafia.. 😅,C2,2
"kalau kamu paham, indak mungkin mau menyerang jk. cuma kamu indak punya adab",C4,4
pilih pak gp-ssu koruptor dan kaum radikal pasti semua ketakutan. save ganjar pranowo.,C2,2
berarti benar termul mayoritas ya. irama padang pasir cuma minoritas.,C2,2
​ santai saja,C4,4
ini muncul lagi provokator..tunjukan jokowi asli coba kayak,C2,2
diserang kanan kiri langsung di ulti kalau tidak suka ya tidak usah pilih kami😂 dan tidak takut tidak punya jabatan maaf ya sorry ye😂 terbaik pokoknya✌️✌️✌️ santai tidak ambisius,C0,0
"mungkin terbalik,, ini ibu menyindir guru guru dipelosok,, dana pip siswa sudah cair, saldo nya nol rupiah, namun yang cairkan guru guru, di mengambil persennya. bahkan ada yang tidak sampai di siswa, masuk kantong nya gurunya.",C1,1
"aamiinn semoga allah ta'ala memenangkan perkara ijazah palsu & semua dokumen palsu ,membuat semua rakyat menderita miris & terstruktur,✊️✊️✊️💪👌👊👆",C0,0
satu kolam boss..hadeh,C4,4
"mana tidak hancur ini negeri, anak yang salah di bela waktu jadi coklat dia kejam terus rakyat bilang coklat kerja tidak benar (logika ya kawan masih siswa mintak fasilitas yang high class apalagi kalau sudah jadi perwira tinggi.?)",C1,1
"om pasha,sedang merenungi bagaimn rakyat indonesia sedang susah,tp teman-teman nya pada senang joget2",C2,2
anginnya pusing,C4,4
bahasa jawa bombongan 😭😭,C0,0
lidik kemendiknas dan jajarannya gudangnya mafia.,C3,3
negara konoha memang se enak jidat yang dia mau,C4,4
"jokowi di pilih oleh rakyat,jokowi pilihan rakyat dan rakyat memilih jokowi.rakyat bersama jokowk.",C4,4
istrahat saja mak main bareng sama cucu,C0,0
anak lulusan sampai suruh mimpin negara..kacau balau negeri ini entah berantah hukum dan uu di acak2 bapaknya.,C4,4
"yang menjadikan jokowi presiden adalah partainya baru rakyat yang memilihnya, buksn jk. jika memang waktu memang partainya apa.",C2,2
anis manusia paling muaping,C4,4
"ibu ini sudah habis uang,, jadi bikin sensasi omong kosong biar di kasih uang tutup mulutnya",C3,3
iya bu.di negeri ini banyak yang meruksak.contoh harun masiku.. .merusak tatanan demokrasi dengan suap menyuap.,C1,1
"​ tidak jelas, orang ini siapa maksudnya, si jokowi atau pak zulkifli?",C4,4
mbg dan kop merah putih program yang dipaksakan anggaran yang begitu besar sistem yang amburadul.banyak anggran lain untuk menutup mbg.yg tidak berani menaikkan bbm bersubsidi meskipun endingya akan dilakukan+ rupiah yang semakin melemah.,C1,1
ini kenyataan termul idiot,C2,2
​ terus kenapa ? tolol amat 🤣,C2,2
"kejaksaan sarangnya mafia hukum. orang benar bisa jadi salah di mata kejaksaan. kejaksaan mengejar target temuan kasus korupsi. karena semakin banyak kasus korupsi yang ditemukan, prestasinya semakin naik. makanya semua proyek di pemerintah dicari-cari celah kesalahannya, dan terkadang dipaksakan yang benar jadi salah 😢",C2,2
"aturannya sudah benar ,, di dalam aturannya itu melarang paham komunisme, bukan melarang anak cucu pki.",C3,3
"sulit amat bahasa nya bre 😂. mesin partai harus digerakkan pakai duid, kal tidak ada duid maka pasti tidak gerak. simpel sekali kalau urusan demokrasi ini bre",C1,1
"menuduh sipa nih,😁",C4,4
kalau saya ya sadar diri lah kalau tidak sampai di dorong pakai kereta ya tidak sampai,C0,0
"-x5g wkwk maling teriak maling, komentar kamu itu ada dimana mana, sudah mirip nepuk air di wajan besar yang kena muka kamu sendiri",C2,2
megalodon tidak punya otak. siapa yang tidak marah kalau pemimpin negara dikatai mirip begitu di depan banyak orang lagi.😢😢,C2,2
